type,commentsCount,url,videoViewCount,likesCount,firstComment,videoPlayCount,caption,mentions,tagged_users,latestComments,hashtags
Video,9,https://www.instagram.com/p/C-5LlAgN6gt/,3505,327,I expected better of you. But yesterday a doctor was disrespected,16361,"Rain Check?Nah, Trek Check! 🌧️⛰️[ Monsoon, Monsoon Season, Rainy Days, Rains, Monsoon Treks, Camping, Waterfalls, Adrenaline, Book Now, Explore, Plans, Trending ]",no mentions,['luxortrails'],"['I expected better of you. But yesterday a doctor was disrespected', 'Please give the promocode for movies', 'Beautiful place ❤️', 'Badal Pe Paon Hain irl! ☁️😍', 'Feels like going for it😍', 'Aur bhaari barish hone par marne ka experience bhi lelo😂', '😍😮👏👏🔥🙌❤️']",[]
Sidecar,21,https://www.instagram.com/p/C_Dsqr_oNqs/,0,594,@___prem._ 🥲,0,"𝘖𝘯𝘦 𝘮𝘰𝘳𝘦 𝘤𝘰𝘯𝘤𝘦𝘳𝘵, you say 👀[ Concert, Artist Lineup, Music Festival, Live Music, Music, BookMy Show Live ]",no mentions,['bookmyshowin'],"['@___prem._ 🥲', '@sameerrrrh us when PCRC', ""@the_alap_guy let's save and buy Bandland tickets 😂"", ""@___prem._ ofcourse but it's already time now and we need to work & perform there ! Cheers to @indianspices_theband 🥂❤️\u200d🔥""]",[]
Sidecar,3,https://www.instagram.com/p/C-zoCGQA6t3/,0,953,Movie kadrk hai 😍❤️,0,"Comments section didn’t disappoint 😉[ Stree 2, Comedy, Horror, New Movie, Shraddha Kapoor, RajKummar Rao, Pankaj Tripathi, Abhishek Banerjee, Aparshakti Khurana, Movie Plans, Trending, Plans, Book Now ]",no mentions,"['shraddhakapoor', 'rajkummar_rao', 'pankajtripathi', 'nowitsabhi']","['Movie kadrk hai 😍❤️', '😢']",[]
Video,1,https://www.instagram.com/p/C-f0xqao969/,28588,4228,"*Movie rating* 📌
 *Book my show* 
 *IMDb rating* 
 *App dawnload* 📌
 *Application review* 
 *Application signup
 *Swiggy voting Amazon Flipkart* 
 App Promotion📌📌
GMB Promotion
IOS app Promotion
Justdial Promotion
Social media marketing...yai 
Amazon Marketing
Facebook Reviews 
*TELEGRAM, TWITTER, LINKEDIN, ETC,  ALL SOCIAL MEDIA PLATFORM SERVICE AVAILABLE* 
*CONTACT ME*",84468,"@mrnigelng is on his way to get that Grammy 🏆[ Nigel Ng, Uncle Roger, Nigel Ng The Haiyaa World Tour, Haiyaa, Haiyaa Tour, Haiyaa World Tour, Haiyaa India Tour, BookMyShow Live ]",['mrnigelng'],['bookmyshowin'],"['*Movie rating* 📌\n *Book my show* \n *IMDb rating* \n *App dawnload* 📌\n *Application review* \n *Application signup\n *Swiggy voting Amazon Flipkart* \n App Promotion📌📌\nGMB Promotion\nIOS app Promotion\nJustdial Promotion\nSocial media marketing...yai \nAmazon Marketing\nFacebook Reviews \n*TELEGRAM, TWITTER, LINKEDIN, ETC,  ALL SOCIAL MEDIA PLATFORM SERVICE AVAILABLE* \n*CONTACT ME*']",[]
Video,4,https://www.instagram.com/p/C-uzuVOAiYD/,5472,371,Prithvi i goat life,19740,"He went from 😇 to 😈[ Chiyaan Vikram, Thangalaan, Action, Adventure, Historical, Movie Plans, Plans, New Release, New Movies, Book Now, Trending ]",no mentions,['the_real_chiyaan'],"['Prithvi i goat life', 'Why is Thangalaan not screening in Mumbai?', '🔥🔥🔥🔥🔥']",[]
Video,4,https://www.instagram.com/p/C-seIaDt5PI/,37048,1985,He did not even flinch 😭,103298,"Two handfuls of love is all we ask for 🥹🫶🏻[ It Ends With Us, Blake Lively, Ryan Reynolds, New Release, New Movies, Trending ]",no mentions,"['vancityreynolds', 'blakelively']","['He did not even flinch 😭', '❤️❤️', 'caption 💀', 'So positivity ❤️']",[]
Image,4,https://www.instagram.com/p/C-w45wlAdhy/,0,812,ও স্ত্রী রক্ষাকার না,0,"Kaafi progressive sheher hai Chanderi 😇Send your sibling the gift card they deserve this Raksha Bandhan, link in bio! 🔗 [ Raksha Bandhan, Rakhi, Gifts, Celebration, Festive Season, Festival, Brothers, Sisters, Bond, Stree 2 ]",no mentions,"['shraddhakapoor', 'rajkummar_rao']","['ও স্ত্রী রক্ষাকার না', 'best dialogue was wo stree h wo mardo ki tarah zabardasti nahi krti permission leti h 🙌', 'My payment was deducted, but I didn’t receive the ticket.']",[]
Video,4,https://www.instagram.com/p/C-xI-0wAJzU/,13883,1361,😂😂😂 daaru pieygi😂😂😂,30375,"From 𝘤𝘩𝘢𝘳𝘮𝘪𝘯𝘨 to 𝘢𝘭𝘢𝘳𝘮𝘪𝘯𝘨 in one moment… 👀[ Mohit Morani, Standup Comedy, Comedy, Fun, Laughter, Jokes, Book Now, Trending ]",no mentions,['moranimoron'],"['😂😂😂 daaru pieygi😂😂😂', 'English : Broker....Hindi : Dalal', '😍❤️😍']",[]
Sidecar,12,https://www.instagram.com/p/C-sGcsugaLJ/,0,3021,You guys are scammers,0,"Aapko bhi agar nickname chahiye toh Chanderi ke logon se turant contact karein! 🤭[ Stree 2, Comedy, Horror, New Movie, Shraddha Kapoor, RajKummar Rao, Pankaj Tripathi, Abhishek Banerjee, Aparshakti Khurana, Movie Plans, Trending, Plans, Book Now ]",no mentions,"['shraddhakapoor', 'rajkummar_rao']","['You guys are scammers', 'zero customer service!!!!! Delhi/Ncr bomb threats, all movie show cancelled. And now when it is a matter of refund these morons r no way capable of having d timely info and initiating refund of the purchased tickets. #shame #frauds', '😂😂😂😂😂😂', '😂🔥', 'Ye bhi sahi hai 😂❤️', 'Thukra k mera pyaar in his dialogue hits different 😂', 'Shraddha Kapoor ❌️ Buddhi Sympathy Kapoor ✅️ 😂', 'Comedy was just too good 😂', 'Best movie horror comedy', ""@kritik_kb spend almost 3 hours get my query resolved and still you guys won't agree to your mistake""]",[]
Video,11,https://www.instagram.com/p/C-nVY19Iqz2/,329077,26021,Well I know such kind of girl 🤣,693675,"It’s not toxic if the plan’s lit 🤌🏻[ Toxic Trait, Plan, Concert, Festival, Music Festival, Live Music, Music, Artists, BFF, Friends, BookMyShow Live ]",no mentions,['bookmyshowin'],"['Well I know such kind of girl 🤣', '2% you are my unforgettable 😅💗✨', 'Sunburn arena with Alan Walker', 'Song name plss', ""It's pnb rocks freestyle on the unforgettable beat""]",[]
Video,8,https://www.instagram.com/p/C-vDHz7Nh5C/,3690,286,😂😂😂😂,18315,"Excuses jitne bhi ho, ek naam hi kaafi hai 😏[ Plans, Friends, Weekend, Weekend Plans, Stree 2, Shraddha Kapoor, RajKummar Rao, Movie Plans, Movies, BFFs, Girlfriend, Memes, Funny ]",no mentions,[],"['😂😂😂😂', 'Gf ko hi ""Oh Stree kal aana"" bol diya 😂', '@pappurazzi acha hua tune wohh expression nahi diya', '😂😂😂', '😂😂😂😂']",[]
Image,393,https://www.instagram.com/p/C-uRGMsoSoH/,0,1613,Mumbai tickets available with anyone??,0,We’ve hit a new high! 🚀 WE ARE OFFICIALLY SOLD OUT!Cigarettes After Sex X’s India Tour 2025 is a record-breaking sold out tour across 3 cities. #CASIndiaTour #CASWorldTour #CASXsAlbum #Concert #Music #LiveMusic #LiveShows #MusicArtists #CigarettesAfterSex #CAS #MusicBand #MusicLovers #Indie #DreamPop #Trending #Explore,no mentions,"['bookmyshowin', '94.3radiooneindia', 'laqshyamedia']","['Mumbai tickets available with anyone??', 'Why am I seeing this now 😭', '@kaushal_ambition I have 2 tickets available', '@lilsunflower_11 still selling?']","['CASIndiaTour', 'CASWorldTour', 'CASXsAlbum', 'Concert', 'Music', 'LiveMusic', 'LiveShows', 'MusicArtists', 'CigarettesAfterSex', 'CAS', 'MusicBand', 'MusicLovers', 'Indie', 'DreamPop', 'Trending', 'Explore']"
Video,41,https://www.instagram.com/p/C-xkPt5o9sl/,308216,70922,@suvayan_sardar,658163,"It do be like that always 🥰Music Credits: CHIHIRO by Billie Eilish[ Deadpool & Wolverine, Concert, Music Festival, Live Music, Songs, Artists, BFF, BookMyShow Live ]",no mentions,['bookmyshowin'],"['@suvayan_sardar', '@diisshhaa.__  @anuvjain 😭❤️', '@hiphoptamizha world tour - Return of dragon machi 💥 but missed the concert 😭', 'And feel like we are the main character', '@karan.bhoyar.7 AAE AUJLEA 🗣️', '@akuchilll @_that_punny_guy_ 🥰', '@koena_22 that sudden plan was totally worth it bhaii!❤️']",[]
Image,5,https://www.instagram.com/p/C-h9KVso0hr/,0,11645,Does anyone have Lucky Ali's concert tickets?,0,"Tag these bros 🤜🏻🤛🏻[ Concert, Concert Tickets, Music Festival, Music, Live Music, Friends, BFF, BookMyShow Live ]",no mentions,['bookmyshowin'],"[""Does anyone have Lucky Ali's concert tickets?"", 'Jisne stop kiya like karo', '@_praveen1211 taking a moment to thank you for it', 'Please re-release Harry Potter in theatres']",[]
Sidecar,3,https://www.instagram.com/p/C-udXRDgUvg/,0,340,Resolve my query scammers,0,"Savdhaan rahein, satark rahein 🫣[ Khel Khel Mein, Akshay Kumar, Vaani Kapoor, Ammy Virk, Taapsee Pannu, Fardeen Khan, Aditya Seal, Pragya Jaiswal, New Movie, New Release, Movie Plans, Plans, Book Now, Trending ]",no mentions,"['akshaykumar', 'taapsee', 'fardeenfkhan']","['Resolve my query scammers', ""Must Watch Guy's 😍❤️"", '🔥']",[]
Sidecar,1,https://www.instagram.com/p/C-M5QKDAlHM/,0,251,,0,"In the end, it’s all about these two moods 😇😈[ Buddy, Action, Comedy, Fantasy, New Movie, New Release, Allu Sirish, Book Now, Movie Plans, Plans, Trending ]",no mentions,[],[],[]
Image,1,https://www.instagram.com/p/C-fw_e4NVdy/,0,81,,0,"Yeh matter mein toh bilkul jhukega nahi 😎[ Anthony Jeselnik, Standup Comedy, Comedy, Laughter, Fun, Jokes, Events, Plans, Trending ]",no mentions,['anthonyjeselnik'],[],[]
Video,1,https://www.instagram.com/p/C-ZuAm9gKUr/,1956,184,,9810,"Tell your cat I said pspspspsp 🗣️[ International Cat Day, Cat Day, Plans, Friends, BFF, Vibes, Weekend Vibes, Concert, Artist, Music, Trending, BookMyShow ]",no mentions,['bookmyshow.live'],[],[]
Video,19,https://www.instagram.com/p/C-cesYeoaQ-/,10141,1376,heir customers and keep them in the dark plzz dont the ticket from here,32491,"Just gonna @ myself here 🥱[ Concerts, Festival, Music, Live Music, Fam, Friends, BFF, Vibes, BookMyShow Live ]",no mentions,['bookmyshowin'],"['heir customers and keep them in the dark plzz dont the ticket from here', 'diljit ka tum ho kya ticketing partner😭😭', ""The Strokes💥 Lollapalooza India  23'. Mumbai."", '@ritika_vaswani ❤️❤️', '@rohitshewalee 😮\u200d💨\U0001fae0❤️', '@vrittijainn', '*Movie rating* 📌\n *Book my show* \n *IMDb rating* \n *App dawnload* 📌\n *Application review* \n *Application signup\n *Swiggy voting Amazon Flipkart* \n App Promotion📌📌\nGMB Promotion\nIOS app Promotion\nJustdial Promotion\nSocial media marketing...yai \nAmazon Marketing\nFacebook Reviews \n*TELEGRAM, TWITTER, LINKEDIN, ETC,  ALL SOCIAL MEDIA PLATFORM SERVICE AVAILABLE* \n*CONTACT ME*']",[]
Video,195,https://www.instagram.com/p/C-e4sh0RlFV/,1639779,122780,@shivani_ostwal didi yeh toh apni life hai,4546448,This Lazy Day - doing nothing is the best thing to do🫂🥰Tag your Lazy Gang🥱#lazyday #friendsmemes #corporatememes #funnymemes #friendship #relatablereels,no mentions,"['bookmyshowin', 'anish_goregaonkar_marathi']","['@shivani_ostwal didi yeh toh apni life hai', '@nayanladdha4 @shobii____ mere pyare dost', '😂😂😂', 'This is call a real friendship 😂\U0001faf4🏻', '@simran_giri_21', 'They cheated their customers. I booked the ticket by sending it, but instead of getting the ticket, I got a message after some time that your ticket has been cancelled. Then I got a message from them that your history ticket has been booked.', '@bhumihighondrugs sososososoososososososososososos ussusususususususus', '@pooshyaaa kuch nahii😂']","['lazyday', 'friendsmemes', 'corporatememes', 'funnymemes', 'friendship', 'relatablereels']"
Image,1,https://www.instagram.com/p/C-LEOLYtGW3/,0,188,"No matter how hard u try, u are bad actress",0,"Tough times today lead to a stronger tomorrow 💪🏻[ BookMyShow, Ulajh, Janhvi Kapoor, Gulshan Devaiah, Roshan Mathew, Drama Movies, Thriller Movies, Movies, Movie Plans, New Movies, New Releases, Trending ]",no mentions,['janhvikapoor'],"['No matter how hard u try, u are bad actress']",[]
Sidecar,4,https://www.instagram.com/p/C-QM_cPtq6i/,0,161,@bookmyshowin @amitshahofficial,0,"If you’re looking for a monsoon bucket list, we’ve got you covered! 🤝🥰[ Monsoon, Monsoon Season, Rainy Days, Rains, Monsoon Treks, Camping, Waterfalls, Adrenaline, Book Now, Explore, Plans, Trending ]",no mentions,[],"['@bookmyshowin @amitshahofficial', '@bookmyshowin\n@amitshahofficial\nwho gave permisson to Come this Type of people To India ?? Ban  Anjum Show \nthis Thing cannot be  tolerated\notherwise We start Boycott book my show Trend', '@bookmyshowin\n@amitshahofficial\nwho gave permisson to Come this Type of people To India ?? Ban  Anjum Show \nthis Thing cannot be  tolerated\notherwise We start Boycott book my show Trend', '@bookmyshowin\n@amitshahofficial\nwho gave permisson to Come this Type of people To India ?? Ban  Anjum Show \nthis Thing cannot be  tolerated\notherwise We start Boycott book my show Trend']",[]
Image,14,https://www.instagram.com/p/C-PKReStcTF/,0,171,@muskan_583_ ❤️,0,"May all your plans make it out of the group chat 🙏🏼Iss #FriendshipDay bas yahi dua karte hain! [ Happy Friendship Day, Friends, Plans, Friends Like Family, Friends Forever, BFFs, Trending, Friendship Day 2024 ]",no mentions,[],"['@muskan_583_ ❤️', '@bookmyshowin\n@amitshahofficial\nwho gave permisson to Come this Type of people To India ?? Ban  Anjum Show \nthis Thing cannot be  tolerated\notherwise We start Boycott book my show Trend', '@bookmyshowin\n@amitshahofficial\nwho gave permisson to Come this Type of people To India ?? Ban  Anjum Show \nthis Thing cannot be  tolerated\notherwise We start Boycott book my show Trend', '@bookmyshowin\n@amitshahofficial\nwho gave permisson to Come this Type of people To India ?? Ban  Anjum Show \nthis Thing cannot be  tolerated\notherwise We start Boycott book my show Trend', '@bookmyshowin\n@amitshahofficial\nwho gave permisson to Come this Type of people To India ?? Ban  Anjum Show \nthis Thing cannot be  tolerated\notherwise We start Boycott book my show Trend', 'Ban talah anjum', '@itsyourmadhuu hehe😁']",['FriendshipDay']
Video,14,https://www.instagram.com/p/C-cyqm2t1cf/,4002,211,Bookmyshow is a fraud post. They cheat their customers and keep them in the dark plzz dont the ticket from here,13595,"Send this to your friend and say nothing 🥰[ Friends, Plans, Ghosting, Trending, Relatable, Relatable Memes, Memes, Fun, Explore, Lovebomber Baby, Music, Love, BFFs ]",no mentions,[],"['Bookmyshow is a fraud post. They cheat their customers and keep them in the dark plzz dont the ticket from here', 'Riyal🤣🤣', '@pappurazzi 😂🔥', '@pappurazzi desperately waiting for your influencer era', '🤣🤣🤣💯💯', '🤣🤣', 'As I said . We live in the @pappurazzi influencer era', 'Chintuu 😂😂😂 @pappurazzi', 'Dhokebazz']",[]
Sidecar,2,https://www.instagram.com/p/C-ethr6tyFd/,0,135,,0,"Comment below your favourite superpower of the Vault Hunters👇🏻#BorderlandsMovie #PVRINOXPictures[ Borderlands, Action, Sci-Fi, Kevin Hart, Cate Blanchett, Gina Gershon, Ariana Greenblatt, Jamie Lee Curtis, Jack Black, Florian Munteanu, New Movie, Book Now, Movie Plans, Plans, Trending ]",no mentions,"['kevinhart4real', 'jamieleecurtis', 'bignasty', 'pvrpictures']",[],"['BorderlandsMovie', 'PVRINOXPictures']"
Video,43,https://www.instagram.com/p/C-VIPRkhssL/,255226,24275,Kal raat hi dekhi movie 🔥🔥,558225,"Aap sabke liye latest news hai! 🗣️ [ Stree 2, Comedy, Horror, New Movie, Memes, Cartoon, Chota Bheem, Shraddha Kapoor, RajKummar Rao, Pankaj Tripathi, Abhishek Banerjee, Aparshakti Khurana, Movie Plans, Trending ]",no mentions,"['shraddhakapoor', 'rajkummar_rao', 'pankajtripathi', 'aparshakti_khurana', 'nowitsabhi']","['Kal raat hi dekhi movie 🔥🔥', '😂', ',', '😂😂😂', 'I want to download this ad right nowwwwwwwww', 'Ye movie ekdam mst hai dekh ke maja aa gya 👍', 'Movie bhut achhi lgi 😊', '😂😂🤣🤣', 'Mza aa gai dekh ke😂😂', 'मस्त मूवी है']",[]
Image,8,https://www.instagram.com/p/C-fQi6Xha33/,0,501,Domestic violence is a far more sensitive issue than the colloquial connotations of red flag/green flag- let’s not downplay the core conflict of the movie like that?,0,"Tag that one friend with Red Flag Syndrome 👇[ It Ends with Us, Romance, Drama, Justin Baldoni, Blake Lively, Brandon Sklenar, New Movies, New Release, Trending, Book Now, Explore ]",no mentions,"['blakelively', 'justinbaldoni', 'brandonsklenar']","['Domestic violence is a far more sensitive issue than the colloquial connotations of red flag/green flag- let’s not downplay the core conflict of the movie like that?', '@sneha4life_', '@bookmyshowin The story is about domestic violence, maybe try not to be so tone deaf with promotions', 'Khud ko kaise tag karu ab 😂😂😂', '@eshamody21 😂', '@shania.shah 😭😭']",[]
Image,1,https://www.instagram.com/p/C-Hul_6IW58/,0,82,Kindly address my query with ticket ID 17001560,0,"Level up your watchlist this August! Fresh releases and hidden gems on #BookMyShowStream ✨[ Movie Premieres, Best Movies, Famous Movies, Buy Movies, Rent Movies, Trending ]",no mentions,['bookmyshowin'],['Kindly address my query with ticket ID 17001560'],['BookMyShowStream']
Video,84,https://www.instagram.com/p/C-H5rDrI4pW/,7100,781,does any one have gurgaon tickets,26945,Admin has lost all patience and is waiting for January 2025 😍😍#CASIndiaTour #CASWorldTour #CASXsAlbum #Concert #Music #LiveMusic #LiveShows #MusicArtists #CigarettesAfterSex #CAS #MusicBand #MusicLovers #Indie #DreamPop #Trending #Explore,no mentions,"['cigsaftersex', 'bookmyshowin', 'laqshya_eventcapital', 'laqshyamedia']","['does any one have gurgaon tickets', 'Practically begging for 3 extra Gurgaon venue tickets', 'I have 3 extra tickets for Bombay', '@kunjan_chatterjee hey do you still have the tickets']","['CASIndiaTour', 'CASWorldTour', 'CASXsAlbum', 'Concert', 'Music', 'LiveMusic', 'LiveShows', 'MusicArtists', 'CigarettesAfterSex', 'CAS', 'MusicBand', 'MusicLovers', 'Indie', 'DreamPop', 'Trending', 'Explore']"
Sidecar,2,https://www.instagram.com/p/C-DX5Fuy4GE/,0,645,#deadpoolandwolverine is the movie of the year.,0,"𝘏𝘶𝘨𝘩 are the best 💛 but why was HE CRYING 😭[ Deadpool & Wolverine, Deadpool, Wolverine, Ryan Reynolds, Hugh Jackman, New Movies, New Release, Movies, Movie Plans, Book Now, Action, Comedy, Explore, Trending ]",no mentions,"['vancityreynolds', 'thehughjackman']","['#deadpoolandwolverine is the movie of the year.', 'best 😂😂']",[]
Video,4,https://www.instagram.com/p/C-KtraxtVZb/,6883,248,National crush 🥰🥰,32720,"😍Music Credit: Navasachi Gauri Mazi by Abhay Jodhpurkar, Sameer Samant, and Sanket Sane[ Gharat Ganpati, Nikita Dutta, Bhushan Pradhan, Romance, Drama, New Release, New Movie, Trending, Book Now, Movie Plans, Plans, Explore ]",no mentions,['nikifying'],"['National crush 🥰🥰', 'Very beautiful 😍😍', '😍']",[]
Video,1688,https://www.instagram.com/p/C-FeT-YSmEb/,3893101,336866,Bhii () mili ke nhi,6898342,"Bangalore is one of those places you always want to come back to. The amazing people, pleasant weather and of course the awful traffic. 💀 Whenever I’ve gone on a night out here, I’ve almost always ended up at someone’s house. Love how people are welcoming and chill about most things. Starting our night with the comedy show was probably the BEST decision, we laughed and giggled so much that we almost forgot this was our first time seeing each other. Debotri was really fun to hang around with, so much so that we wrapped up our night early in the morning, but if it were upto us, we’d have never stopped.•ad | @bookmyshowin Content writing by: @roshan__kumar","['bookmyshowin', 'roshan__kumar']",['bookmyshowin'],"['Bhii () mili ke nhi', 'You met no actual Bangaloreans in Bangalore 💀', 'Both have 0 survival instincts 💀🤦🏻\u200d♂️', 'Poochameen', 'Indian kitne chutiya bante jaa rhe h', 'Aakhri me sex Kia 💀', 'Yeh hr baar poora kyu dekh leta hu mai😢']",[]
Sidecar,0,https://www.instagram.com/p/C-C51HtBPeJ/,0,187,,0,"When they make you feel like home ❤️ [ Gharat Ganpati, Nikita Dutta, Bhushan Pradhan, Romance, Drama, New Release, New Movie, Trending, Book Now, Movie Plans, Plans, Explore ]",no mentions,"['nikifying', 'bhushan_pradhan']",[],[]
Sidecar,8,https://www.instagram.com/p/C92N547N3s-/,0,606,Now go all In ! Wow ! No one saw that coming 😂 @bookmyshowin,0,"Life lessons from Master ‘Pool 🙌#DeadpoolandWolverine in theatres near you tomorrow, grab your tickets at the link in bio 🔗[ BookMyShow, Life Lessons, Deadpool & Wolverine, Deadpool, Wolverine, Ryan Reynolds, Hugh Jackman, New Movies, New Releases, Movies ]",no mentions,"['vancityreynolds', 'thehughjackman']","['Now go all In ! Wow ! No one saw that coming 😂 @bookmyshowin', '😂😂😂😂😂', 'Book my show 🔥🔥🔥🔥', '🤌🤌🤌', '😂😂😂😂😂', '""Now go all in""💀', '😂😂😂What in the actual f***😂😂😂']",['DeadpoolandWolverine']
Sidecar,4,https://www.instagram.com/p/C994hWwA6G3/,0,633,#deadpoolandwolverine is really good. I have seen the film twice already. Special screening and first day first show one. I can tell as a hardcore @marvel fan that it's really fucking awesome. @vancityreynolds & @thehughjackman #letsfuckinggo,0,"Khoob jamega rang jab mil baithenge Raayan, Ryan aur Wolvie 😍[ BookMyShow, Deadpool & Wolverine, Raayan, Ryan Reynolds, Hugh Jackman, Dhanush, Prakash Raj, New Movies, New Releases, Movies, Trending ]",no mentions,"['vancityreynolds', 'thehughjackman', 'dhanushkraja']","[""#deadpoolandwolverine is really good. I have seen the film twice already. Special screening and first day first show one. I can tell as a hardcore @marvel fan that it's really fucking awesome. @vancityreynolds & @thehughjackman #letsfuckinggo"", 'Rcb vs csk', ""Let's go 😍"", 'Thor roo kyu rha tha😢']",[]
Video,6,https://www.instagram.com/p/C-KfWfnAbRj/,7864,272,Always ready for some 'Sweety tera drama' tea session!,26521,"Tag your friends 👇🏻 and surprise them with a gift card matching their personality 🥰Link in bio 🔗[ Friendship Day, Friends, Plans, Drama Queen, Late Comer, Cool Nerd, Tea Spiller, Gossip, Ditcher, Fun, Friends Like Family, Friends Forever, BFFs, Trending ]",no mentions,[],"[""Always ready for some 'Sweety tera drama' tea session!"", '😍', 'Here for the tea ☕️', '@hussain._.08 the ditcher should have you in the frame!! Haina?']",[]
Video,3,https://www.instagram.com/p/C94RX9-yduK/,2574,150,Influncer 🔥🔥@_mananmalhotra_,14103,"Spoiler alert toh likh dete 😢[ Ryan Reynolds, Hugh Jackman, Morena Baccarin, Matthew Macfadyen, Karan Soni, Leslie Uggams, Rob Delaney, Brianna Hildebrand, Blake Lively, Taylor Swift, Deadpool and Wolverine, New Movie, Trending, BookNow, Movie Plans, Plans, Explore ]",no mentions,"['vancityreynolds', 'thehughjackman']","['Influncer 🔥🔥@_mananmalhotra_', '@_mananmalhotra_  back to routine🤣', '@bookmyshowin please bogo offer rakho Deadpool and Wolverine ke liye']",[]
Image,3,https://www.instagram.com/p/C99u7_ugsJE/,0,661,Best thing of the day post #deadpoolandwolverine movie ❤️🧨,0,"That’s enough to keep us going for the next two years 😍🤯[ Robert Downey Jr, MCU, Doctor Doom, SDCC, RDJ, Marvel, Entertainment, Trending ]",no mentions,['robertdowneyjr'],"['Best thing of the day post #deadpoolandwolverine movie ❤️🧨', ""Only RDJ could've lifted Marvel and I am not complaining. He is literally a legend."", 'Doctor Doom']",[]
Video,943,https://www.instagram.com/p/C9wU8rGA7Is/,331860,82649,🔥🔥🔥💎💎💎👑👑👑,844671,"If you’re dreaming, make sure you dream big! 🚀Karan Aujla India Tour. Tickets LIVE NOW! 🙌🏼  Link in the bio.🎥: @baricci #TeamInnovation #KaranAujla #TeamInnovationTakeOver #TiLive #KaranAujlaIndiaTour  #BookMyShow",['baricci'],"['karanaujla', 'livenation', 'bookmyshowin']","['🔥🔥🔥💎💎💎👑👑👑', 'Anybody intrested in purchasing 2 tickets for mumbai show. 22 dec', 'Tickets available for karan aujla concert 🎫🎫🎫']","['TeamInnovation', 'KaranAujla', 'TeamInnovationTakeOver', 'TiLive', 'KaranAujlaIndiaTour', 'BookMyShow']"
Video,1,https://www.instagram.com/p/C9rwEFwAJWZ/,3522,259,"Bookmyshow gift card or booking available 
45-50% off 
Full garrunty of gc aur ticket 
Any booking available fast
 
Time wasters stay away",13329,"The ultimate disappearing act: colonial edition! 👀Watch @virdas live in Pune on July 26th and 27th. Link in bio 🎟️[ Vir Das, MindFool India Tour, Comedy, Standup Comedy, Jokes, Fun, Laughter, Plans, Book Now, Explore, Trending ]",['virdas'],"['virdas', 'tribevibe.live', 'zazu.production']",['Bookmyshow gift card or booking available \n45-50% off \nFull garrunty of gc aur ticket \nAny booking available fast\n \nTime wasters stay away'],[]
Video,19,https://www.instagram.com/p/C9sBMqSN36C/,125234,7530,Bookmyshows walo ki 2 bap hota hy myne aj jana,324979,"Can you hear it? Let us know👇[ Bad Newz, Vicky Kaushal, Tripti Dimri, Ammy Virk, Drama, Comedy Movies, New Release, New Movie, Trending, Book Now, Movie Plans, Plans, Explore ]",no mentions,['tripti_dimri'],"['Bookmyshows walo ki 2 bap hota hy myne aj jana', 'Funny thing is ye reel 2 movies ke liye ban sakti he BAD NEWS & ANIMAL 🤣🤣🤣', 'Normal Advertisement❌ meme advertisement ✅', '@vickykaushal09 💀💀💀', '😂', '@yaxxsh___33', 'Admin 💀', 'Madhumita ji sorry 😢', '@pritam_godl kya pata admin ka v 2 bap ho 😂😂']",[]
Sidecar,0,https://www.instagram.com/p/C9zrOLoo7-x/,0,245,,0,"Do yourself a favour and take a look at these Dos and Don’ts to make @mrnigelng style Egg Fried Rice 🥰[ Nigel Ng, Uncle Roger, Nigel Ng The Haiyaa World Tour, Haiyaa, Haiyaa Tour, Haiyaa World Tour, Haiyaa India Tour, BookMyShow Live ]",['mrnigelng'],['bookmyshowin'],[],[]
Video,0,https://www.instagram.com/p/C9z6WGOgTLt/,2611,113,,11180,"Phir wohi ‘mummy ne kaam de diya’ energy… 🥲[ Gaurav Gupta, Comedy, Stand-up Comedy, Jokes, Fun, Laughter, Plans, Book Now, Explore, Trending ]",no mentions,['gaurav_comic'],[],[]
Image,0,https://www.instagram.com/p/C9w44WFArvX/,0,104,,0,"Kya matlab ‘automatically set ho jaata hai’ 😭[ Union Budget 2024, Budget, Budget 2024, Nirmala Sitharaman, Moment Marketing ]",no mentions,[],[],[]
Video,2,https://www.instagram.com/p/C9xSl0qtlCq/,6285,272,Hum Marvel fans hai sab cheez ke end credit ke liye rukne ki adat hai,21097,"Tag that friend who’s always in a hurry to leave the theatre👇🏻[ BookMyShow, Post Credits, Tauba Tauba, Deadpool & Wolverine, Marvel, Bad Newz, Movies, Theatre, New Releases ]",no mentions,[],"['Hum Marvel fans hai sab cheez ke end credit ke liye rukne ki adat hai', 'Faith in humanity restored 🙏']",[]
Sidecar,0,https://www.instagram.com/p/C9pSll2t0N1/,0,129,,0,"It’s the 𝘥𝘰𝘨𝘩𝘭𝘢𝘱𝘢𝘯 that always gets us 😔[ Nishant Suri, Comedy, Stand-up Comedy, Jokes, Fun, Laughter, Plans, Book Now, Explore, Trending ]",no mentions,['nishantsuri11'],[],[]
